"item","description","series","facility","status","avail_for_sale","list_price","net_price","disc_price","product_style","product_type","catalog_description","catalog_material","finish_code","finish","item_height","item_width","item_length","item_depth","item_diameter","item_extension","package_height","package_width","package_length","weight","freight_only","not_ul_approved","energy_star","energy_saving","es_lamp_included","dark_sky","ul_type","amps","fan_watts","rpm","motor_size","motor_poles","motor_warranty","motor_lead_wire","motor_pull_switch_type","motor_reverse_switch_type","number_of_blades","sweep","blade_side_a_color","blade_side_b_color","arm_pitch","downrod_length1","downrod_length2","overall_fan_height","ceiling_to_lower_edge_of_blade","canopy_height","fan_housing_width","bulb_type","number_of_lights","light_watts","socket","diffuser_type","diffuser_material","diffuser_panels","shade_pattern","shade_color","diffuser_shape","multi_piece_count","multi_piece_height","multi_piece_width","multi_piece_length","multi_piece_depth","multi_piece_diameter","multi_piece_extension","phase_out","vendor_origin","master_pack","inner_pack","cartons_per_item","carb_required","lacey_required","fws_required","fda_required","carb_compliant","map_price","UPC"
"510-4-6965","MONARCH 4LT VNTY -TXB/STN","Monarch","QRW","Active",18,442.50,147.50,147.50,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Satin Nickel",10.25,31.75,.00,.00,.00,7.00,9.00,10.00,34.70,9.48,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",295.00,"190808144102"
"510-4-6980","MONARCH 4LT VNTY -TXB/AGB","Monarch","QRW","Active",14,442.50,147.50,147.50,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",10.25,31.75,.00,.00,.00,7.00,9.00,10.00,34.70,9.48,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",295.00,"190808144164"
"5104-2-65","2LT STN OPAL VANITY - STN","","QRW","Active",128,133.50,44.50,44.50,"Transitional","Vanity","","","STN","Satin Nickel ",8.38,18.00,.00,.00,.00,7.00,7.25,6.75,20.25,5.50,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",89.00,"190808079046"
"5104-2-86","2LT STN OPAL VANITY - OB","","QRW","Active",0,133.50,44.50,44.50,"Transitional","Vanity","","","OB","Oiled Bronze ",8.38,18.00,.00,.00,.00,7.00,7.25,6.75,20.25,5.50,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","",0,"","","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",89.00,"190808079077"
"5104-3-65","3LT STN OPAL VANITY - STN","","QRW","Active",135,178.50,59.50,59.50,"Transitional","Vanity","","","STN","Satin Nickel ",8.38,24.00,.00,.00,.00,7.00,7.25,6.75,26.75,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","Opal","Glass",0,"","Satin opal","",0,,,,,,,"N","China",4,1,1,"N         ","N         ","N         ","N         ","N         ",119.00,"190808079091"
"5016-3-14","3LT VANITY STRIP/CH","","QRW","Active",281,34.50,11.50,11.50,"","Vanity","","","CH","Chrome ",4.50,18.00,.00,,.00,2.00,5.75,3.00,19.25,2.50,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","3","100","Medium","","",0,"","","",0,,,,,,,"N","China",18,1,1,"N         ","N         ","N         ","N         ","N         ",23.00,"190808065414"
"5016-8-14","8LT VANITY STRIP/CH","","QRW","Active",93,88.50,29.50,29.50,"","Vanity","","","CH","Chrome ",4.50,48.00,.00,,.00,2.00,2.50,4.75,50.00,6.30,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","8","100","Medium","","",0,"","","",0,,,,,,,"N","China",8,1,1,"N         ","N         ","N         ","N         ","N         ",59.00,"190808066121"
"502-1-65","1LT CLR/FLUTED WLMT - STN","","QRW","Active",29,138.75,46.25,46.25,"Transitional","Wall Mount","","","STN","Satin Nickel ",9.50,4.50,.00,.00,.00,6.00,9.00,8.50,12.50,4.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"T10","1","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",92.50,"190808136046"
"502-1-80","1LT CLR/FLUTED WLMT - AGB","","QRW","Active",8,144.00,48.00,48.00,"Transitional","Wall Mount","","","AGB","Aged Brass ",9.50,4.50,.00,.00,.00,6.00,9.00,8.50,12.50,4.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"T10","1","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",96.00,"190808136077"
"502-2-65","2LT CLR/FLUTED VNTY - STN","","QRW","Active",28,254.25,84.75,84.75,"Transitional","Vanity","","","STN","Satin Nickel ",9.00,14.50,.00,.00,.00,6.25,12.00,8.50,17.50,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"T10","2","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"Y","China",1,0,1,"","","","","N         ",169.50,"190808136039"
"502-2-80","2LT CLR/FLUTED VNTY - AGB","","QRW","Active",72,261.00,87.00,87.00,"Transitional","Vanity","","","AGB","Aged Brass ",9.00,14.50,.00,.00,.00,6.25,8.50,17.50,12.00,7.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"T10","2","60","Medium","","Glass",0,"","Clear","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",174.00,"190808136084"
"5027-2-265","JARDIN CLR/SD VNTY - STN","Jardin","QRW","Active",41,118.50,39.50,39.50,"Transitional","Vanity","","","STN","Satin Nickel w/ Clear/Seeded",9.75,14.50,.00,.00,.00,5.75,13.75,8.75,17.25,4.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",79.00,"190808126764"
"5027-2-286","JARDIN CLR/SD VNTY - OB","Jardin","QRW","Active",197,118.50,39.50,39.50,"Transitional","Vanity","","","OB","Oiled Bronze w/ Clear/Seeded",9.75,14.50,.00,.00,.00,5.75,13.75,8.75,17.25,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",79.00,"190808126771"
"5027-4-86","JARDIN 4LT VANITY - OB","Jardin","QRW","Active",170,234.75,78.25,78.25,"Transitional","Vanity","","","OB","Oiled Bronze ",10.25,30.00,.00,.00,.00,5.75,13.75,8.75,34.00,12.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",156.50,"190808102812"
"503-3-86","JULIAN 3LT VANITY - OB","Julian","QRW","Active",41,744.00,248.00,248.00,"Transitional","Vanity","","","OB","Oiled Bronze ",10.00,22.00,.00,.00,.00,5.00,8.25,19.00,21.25,13.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Mercury","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",496.00,"190808064264"
"5049-4-65","4LT STEPPED VANITY - STN","","QRW","Active",615,57.75,19.25,19.25,"Traditional","Vanity","","","STN","Satin Nickel ",4.50,24.00,.00,,.00,2.00,5.00,2.75,25.50,2.10,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","","",0,"","","",0,,,,,,,"N","China",12,1,1,"N         ","N         ","N         ","N         ","N         ",38.50,"190808045379"
"5049-4-69","4LT STEPPED VANITY - TXB ","","QRW","Active",592,57.75,19.25,19.25,"Traditional","Vanity","","","TXB","Textured Black ",4.50,24.00,.00,.00,.00,2.00,25.75,2.75,5.25,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","4","100","Medium","","",0,"","","",0,,,,,,,"N","China",12,1,1,"N         ","N         ","N         ","N         ","N         ",38.50,"190808118707"
"5049-6-44","6LT STEPPED VANITY - TS","","QRW","Active",98,84.75,28.25,28.25,"Traditional","Vanity","","","TS","Toasted Sienna ",4.50,36.00,.00,,.00,2.00,2.75,5.25,37.50,3.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","","",0,"","","",0,,,,,,,"N","China",6,1,0,"N         ","N         ","N         ","N         ","N         ",56.50,"190808045522"
"5049-6-65","6LT STEPPED VANITY - STN","","QRW","Active",9,84.75,28.25,28.25,"Traditional","Vanity","","","STN","Satin Nickel ",4.50,36.00,.00,,.00,2.00,2.50,5.25,37.50,3.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",0,"0                               ","                                ","                                ",.00,,,,,,,"","6","100","Medium","","",0,"","","",0,,,,,,,"N","China",6,1,1,"N         ","N         ","N         ","N         ","N         ",56.50,"190808045539"
"5059-2-65","ENCLAVE 2LT VANITY - STN","Enclave","QRW","Active",0,137.25,45.75,45.75,"Transitional","Vanity","","","STN","Satin Nickel ",8.50,13.00,.00,.00,.00,7.00,11.75,8.50,12.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",91.50,"190808083951"
"5059-2-80","ENCLAVE 2LT VANITY - AGB","Enclave","QRW","Active",0,137.25,45.75,45.75,"Transitional","Vanity","","","AGB","Aged Brass ",8.50,13.00,.00,.00,.00,7.00,11.75,8.50,12.00,4.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",91.50,"190808083968"
"5059-2-86","ENCLAVE 2LT VANITY - OB","Enclave","QRW","Active",130,137.25,45.75,45.75,"Transitional","Vanity","","","OB","Oiled Bronze ",8.50,13.00,.00,.00,.00,7.00,11.75,8.50,12.00,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",91.50,"190808083975"
"5059-3-259","ENCLAVE 3LT CL/SD VTY -MB","Enclave","QRW","Active",59,186.75,62.25,62.25,"","Vanity","","","MB","Matte Black w/ Clear/Seeded",8.50,19.25,.00,.00,.00,7.00,11.75,8.50,19.50,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808154293"
"5059-3-265","ENCLAVE 3LT CL/SD VTY-STN","Enclave","QRW","Active",0,186.75,62.25,62.25,"Traditional","Vanity","","","STN","Satin Nickel w/ Clear/Seeded",8.50,19.25,.00,.00,.00,7.00,11.75,8.50,19.50,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808126986"
"5059-3-280","ENCLAVE 3LT CL/SD VTY-AGB","Enclave","QRW","Active",0,186.75,62.25,62.25,"Transitional","Vanity","","","AGB","Aged Brass w/ Clear/Seeded",8.50,19.25,.00,.00,.00,7.00,11.75,8.50,19.50,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808126993"
"5059-3-286","ENCLAVE 3LT CL/SD VTY -OB","Enclave","QRW","Active",0,186.75,62.25,62.25,"Transitional","Vanity","","","OB","Oiled Bronze w/ Clear/Seeded",8.50,19.25,.00,.00,.00,7.00,11.75,8.50,19.50,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808127006"
"5059-3-60","ENCLAVE 3LT VANITY - ASL","Enclave","QRW","Active",0,186.75,62.25,62.25,"Transitional","Vanity","","","ASL","Aged Silver Leaf ",8.50,19.25,.00,.00,.00,7.00,8.50,19.50,11.75,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",124.50,"190808083708"
"5059-4-65","ENCLAVE 4LT VANITY - STN","Enclave","QRW","Active",45,250.50,83.50,83.50,"Transitional","Vanity","","","STN","Satin Nickel ",8.50,26.50,.00,.00,.00,7.00,8.50,27.00,11.75,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",167.00,"190808084033"
"5059-4-80","ENCLAVE 4LT VANITY - AGB","Enclave","QRW","Active",65,250.50,83.50,83.50,"Transitional","Vanity","","","AGB","Aged Brass ",8.50,26.50,.00,.00,.00,7.00,8.50,27.00,11.75,8.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",167.00,"190808084040"
"5059-4-86","ENCLAVE 4LT VANITY - OB","Enclave","QRW","Active",0,250.50,83.50,83.50,"Transitional","Vanity","","","OB","Oiled Bronze ",8.50,26.50,.00,.00,.00,7.00,8.50,27.00,11.75,9.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",167.00,"190808084057"
"506-3-6980","NIMBUS 3LT VNTY -TXB/AGB ","Nimbus","QRW","Active",48,369.75,123.25,123.25,"Modern and Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",8.00,24.00,.00,.00,.00,6.25,11.50,8.00,26.50,5.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","60","Candelabra","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",246.50,"190808150868"
"506-4-6980","NIMBUS 4LT VNTY -TXB/AGB ","Nimbus","QRW","Active",98,489.00,163.00,163.00,"Modern and Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",8.00,33.75,.00,.00,.00,6.25,11.50,8.00,36.00,7.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","60","Candelabra","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",326.00,"190808150875"
"5060-2-180","REYES 2LT VANITY - AGB","Reyes","QRW","Active",30,155.25,51.75,51.75,"Traditional","Vanity","","","AGB","Aged Brass ",8.00,16.00,.00,.00,.00,7.75,8.75,21.50,8.00,6.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",103.50,"190808079534"
"5060-2-280","REYES 2LT CLR/SD VNTY-AGB","Reyes","QRW","Active",169,170.25,56.75,56.75,"Transitional","Vanity","","","AGB","Aged Brass ",8.00,16.00,.00,.00,.00,7.75,7.25,10.00,21.00,3.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",113.50,"190808154323"
"5060-2-64","REYES 2LT VANITY - CLN","Reyes","QRW","Active",121,155.25,51.75,51.75,"Transitional","Vanity","","","CLN","Classic Nickel ",8.00,16.00,.00,.00,.00,7.75,8.00,8.75,21.50,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",103.50,"190808064363"
"5060-2-86","REYES 2LT VANITY - OB","Reyes","QRW","Active",60,155.25,51.75,51.75,"Transitional","Vanity","","","OB","Oiled Bronze ",8.00,16.00,.00,.00,.00,7.75,8.75,21.50,8.00,5.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",103.50,"190808064370"
"4106-806","4"" WET HDW w/ LED - WH   ","","QRW","Active",42,43.50,14.50,14.50,"Traditional","Patio Light Kit","","","WH","White ",1.25,3.50,.00,.00,.00,.00,5.25,5.25,5.25,.70,"N","N","N","N","Y","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","9","Medium","","",0,"","","",0,,,,,,,"N","China",48,1,1,"N         ","N         ","N         ","N         ","N         ",29.00,"190808044648"
"4106-8069","4"" WET HDW w/LED - NR    ","","QRW","Active",14,39.75,13.25,13.25,"Traditional","Patio Light Kit","","","TXB","Textured Black ",2.25,4.25,.00,.00,.00,.00,5.25,5.00,5.00,.60,"N","N","N","N","Y","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","9","Medium","","",0,"","","",0,,,,,,,"Y","China",48,1,0,"N         ","N         ","N         ","N         ","N         ",26.50,"190808118912"
"4106-8095","4"" WET HDW w/ LED - OW   ","","QRW","Active",58,44.25,14.75,14.75,"Traditional","Patio Light Kit","","","OW","Old World ",2.25,4.25,.00,.00,.00,.00,5.00,5.50,5.00,1.00,"N","N","N","N","Y","N","Wet","","","","","","",,"","",,"","","",,,,,,,,"LED","1","9","Medium","","",0,"","","",0,,,,,,,"N","China",48,1,1,"N         ","N         ","N         ","N         ","N         ",29.50,"190808044655"
"4250606111","WHITE TYPE 1-42 POINT    ","","QRW","Active",0,21.30,7.10,7.10,"All","Fan Blades","","","WH","White ",.00,.00,.00,,.00,.00,.00,.00,.00,2.00,"N","Y","N","N","N","N","","","","","N/A","0","",.00,"","",5,"42                              ","White                           ","White                           ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",14.20,"190808045959"
"4250606121","WHITE TYPE 1-42 SEMISQ   ","","QRW","Active",0,21.30,7.10,7.10,"All","Fan Blades","","","WH","White White",.00,.00,52.00,,.00,.00,.00,.00,.00,2.30,"N","Y","N","N","N","N","","","","","N/A","0","",.00,"","",5,"42                              ","White                           ","White                           ",.00,.00,.00,.00,.00,.00,.00,"","","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",14.20,"190808045966"
"4250606321","WHITE TYPE 1-42 OD SEMISQ","","QRW","Active",12,26.40,8.80,8.80,"All","Fan Blades","","","WH","White White",.00,.00,42.00,,.00,.00,.00,.00,.00,3.00,"N","Y","N","N","N","N","","","","","N/A","0","",.00,"","",5,"42                              ","White                           ","White                           ",.00,.00,.00,.00,.00,.00,.00,""," ","","","","",,"","","",0,,,,,,,"N","China",16,1,1,"N         ","N         ","N         ","N         ","N         ",17.60,"190808045973"
